hhcluster_id,h_size,n_triangles
310100001756410515,31,10
310100000018282456,31,9
310100000022439593,31,9
310100000095104276,31,9
310100000212643939,31,9
310100000756507977,31,9
310100000806764614,31,9
310100000867530031,31,9
310100000906791104,31,9
310100001032620335,31,9
310100001079096331,31,9
310100001139241816,31,9
310100001522947044,31,9
310100001881597550,31,9
310100002729402428,31,9
310100000008139934,31,8
310100000215969106,31,8
310100000218236113,31,8
310100000906825281,31,8
310100000951456662,31,8
310100001107938399,31,8
310100001545366264,31,8
310100001866701287,31,8
310100000221287741,31,7
310100000221645111,31,7
310100000598961898,31,7
310100000618962970,31,7
310100000698877056,31,7
310100000704699802,31,7
310100000748599340,31,7
310100000764808772,31,7
310100000799934403,31,7
310100000814684941,31,7
310100000816422362,31,7
310100000915366897,31,7
310100001218850670,31,7
310100001359992862,31,7
310100001722542077,31,7
310100001794470330,31,7
310100001801236440,31,7
310100000005012886,31,6
310100000050296559,31,6
310100000098065219,31,6
310100000142839283,31,6
310100000215263357,31,6
310100000356879715,31,6
310100000657036331,31,6
310100000741302307,31,6
310100000767484850,31,6
310100000771991394,31,6
310100000788957494,31,6
310100000814039454,31,6
310100000815992851,31,6
310100000998931881,31,6
310100001035220774,31,6
310100001057803271,31,6
310100001079185804,31,6
310100001337127491,31,6
310100001500962961,31,6
310100001750568816,31,6
310100001883909731,31,6
310100002016522386,31,6
310100002249669664,31,6
310100000004634012,31,5
310100000048544062,31,5
310100000051687906,31,5
310100000129373079,31,5
310100000219798886,31,5
310100000338834198,31,5
310100000675256856,31,5
310100000729176688,31,5
310100000775218368,31,5
310100000784784740,31,5
310100000797345506,31,5
310100000958598545,31,5
310100001035646316,31,5
310100001087873928,31,5
310100001198009187,31,5
310100001287382461,31,5
310100001739783691,31,5
310100001837813833,31,5
310100000033106658,31,4
310100000139200797,31,4
310100000183050513,31,4
310100000795227353,31,4
310100000838102556,31,4
310100000885350059,31,4
310100000990141547,31,4
310100001032811470,31,4
310100001251739272,31,4
310100001339014968,31,4
310100001360691670,31,4
310100001395076402,31,4
310100001572055958,31,4
310100001601380160,31,4
310100001648742849,31,4
310100000008608229,31,3
310100000028823780,31,3
310100000153460300,31,3
310100000318733159,31,3
310100000338896594,31,3
310100000356762881,31,3
310100000599653075,31,3
310100000908198994,31,3
310100001646689371,31,3
310100001665071529,31,3
310100001670760449,31,3
310100001871763088,31,3
310100002204268779,31,3
310100000104780758,31,2
310100000125565454,31,2
310100000207635485,31,2
310100000272811963,31,2
310100000470545620,31,2
310100000930831421,31,2
310100000993315130,31,2
310100001034039605,31,2
310100001035214621,31,2
310100001036425143,31,2
310100001079614682,31,2
310100001188523961,31,2
310100001281767019,31,2
310100001751181111,31,2
310100001818243761,31,2
310100001884405722,31,2
310100001918808761,31,2
310100002118348158,31,2
310100000138089205,31,1
310100000210409287,31,1
310100000220198727,31,1
310100000810985395,31,1
310100001190510901,31,1
310100001326618817,31,1
310100000223043401,31,0
310100000220031572,30,29
310100002420925039,30,26
310100000213107557,30,25
310100000732362049,30,25
310100000365861164,30,24
310100000022398317,30,21
310100001493308343,30,21
310100000060926905,30,19
310100000220675978,30,19
310100000664955053,30,19
310100000730429411,30,19
310100000742016090,30,19
310100001605986111,30,19
310100000014689882,30,18
310100002117327845,30,18
310100000084344876,30,17
310100000740455131,30,17
310100001293233259,30,17
310100001679250298,30,17
310100001696539343,30,17
310100000523107334,30,16
310100000918874627,30,16
310100000995916787,30,16
310100001100890120,30,16
310100001381341628,30,16
310100001516073682,30,16
310100001530896305,30,16
310100002202008567,30,16
310100000000973152,30,15
310100000090902640,30,15
310100000207334337,30,15
310100000211707732,30,15
310100000487681640,30,15
310100000615946301,30,15
310100000785497846,30,15
310100000858209887,30,15
310100001002215703,30,15
310100001182449909,30,15
310100001696541947,30,15
310100001725624763,30,15
310100002141741314,30,15
310100000033416257,30,14
310100000036811817,30,14
310100000092277683,30,14
310100000213723817,30,14
310100000519785724,30,14
310100000623920881,30,14
310100000785683179,30,14
310100001139919860,30,14
310100001385210717,30,14
310100001852447822,30,14
310100001861470236,30,14
310100000016843328,30,13
310100000215744354,30,13
310100000217160969,30,13
310100000223470893,30,13
310100000254997762,30,13
310100000365867345,30,13
310100000367117268,30,13
310100000763139909,30,13
310100002118475761,30,13
310100000096880409,30,12
310100000330766784,30,12
310100000424871238,30,12
310100000605165276,30,12
310100000733595900,30,12
310100000780899928,30,12
310100000905879282,30,12
310100001003393097,30,12
310100002117247341,30,12
310100000027066316,30,11
310100000091768133,30,11
310100000471505512,30,11
310100001007865205,30,11
310100001141980024,30,11
310100001200908038,30,11
310100001249519516,30,11
310100001448950532,30,11
310100001536946841,30,11
310100001664966425,30,11
310100001796504577,30,11
310100002275773148,30,11
310100000033730636,30,10
310100000714376878,30,10
310100001337054712,30,10
310100001516754839,30,10
310100001522592993,30,10
310100001670750394,30,10
310100001835097654,30,10
310100000003045014,30,9
310100000005291824,30,9
310100000145359822,30,9
310100000213379867,30,9
310100000218347021,30,9
310100000223386518,30,9
310100000321087001,30,9
310100000330262657,30,9
310100000734449786,30,9
310100000813548835,30,9
310100001081427502,30,9
310100001100458451,30,9
310100001281866018,30,9
310100001290512871,30,9
310100001292852351,30,9
310100001451907346,30,9
310100000467949169,30,8
310100000759783547,30,8
310100001100833592,30,8
310100001274354664,30,8
310100001383655245,30,8
310100001545331984,30,8
310100000004418280,30,7
310100000010902532,30,7
310100000019800473,30,7
310100000033437025,30,7
310100000209120396,30,7
310100000217974885,30,7
310100000505913267,30,7
310100000644068979,30,7
310100000723392359,30,7
310100000741279022,30,7
310100000862240984,30,7
310100000961421488,30,7
310100000989120262,30,7
310100001383607990,30,7
310100001499279376,30,7
310100001652124630,30,7
310100000178059614,30,6
310100000184009540,30,6
310100000215710899,30,6
310100000506112843,30,6
310100000618669756,30,6
310100000650379866,30,6
310100000675243501,30,6
310100000732542069,30,6
310100000768016706,30,6
310100000774546979,30,6
310100000778594432,30,6
310100000786274371,30,6
310100001183956839,30,6
310100001190504035,30,6
310100001249595429,30,6
310100001327083897,30,6
310100001383543871,30,6
310100001466714284,30,6
310100001468072214,30,6
310100001520122282,30,6
310100001581957300,30,6
310100001642367347,30,6
310100001696855128,30,6
310100001697354681,30,6
310100001789333309,30,6
310100001795398174,30,6
310100001935784275,30,6
310100002162957602,30,6
310100002207122258,30,6
310100000000386676,30,5
310100000139226699,30,5
310100000204141042,30,5
310100000215439209,30,5
310100000220315763,30,5
310100000366868248,30,5
310100000366877016,30,5
310100000598478274,30,5
310100000638604685,30,5
310100000645142127,30,5
310100000648512144,30,5
