hhcluster_id,h_size,n_triangles
310100000001012453,10,5
310100000016129932,10,5
310100000017818526,10,5
310100000019994975,10,5
310100000022983819,10,5
310100000023110323,10,5
310100000027238122,10,5
310100000053889914,10,5
310100000054951742,10,5
310100000069185761,10,5
310100000125378293,10,5
310100000139522660,10,5
310100000143026185,10,5
310100000148755787,10,5
310100000166915368,10,5
310100000184207178,10,5
310100000212670963,10,5
310100000213567551,10,5
310100000216426160,10,5
310100000216945108,10,5
310100000217853114,10,5
310100000219555265,10,5
310100000220991182,10,5
310100000222013443,10,5
310100000222217515,10,5
310100000222405551,10,5
310100000223581657,10,5
310100000225479195,10,5
310100000248653983,10,5
310100000278199897,10,5
310100000298824483,10,5
310100000320567314,10,5
310100000327139998,10,5
310100000366813012,10,5
310100000367708214,10,5
310100000419625669,10,5
310100000433784459,10,5
310100000470464611,10,5
310100000485061775,10,5
310100000518109255,10,5
310100000524318076,10,5
310100000526104199,10,5
310100000597772840,10,5
310100000598113382,10,5
310100000598174187,10,5
310100000604102702,10,5
310100000636729880,10,5
310100000637179051,10,5
310100000649574852,10,5
310100000660804466,10,5
310100000661347414,10,5
310100000661365977,10,5
310100000673127825,10,5
310100000677102339,10,5
310100000693739031,10,5
310100000705141256,10,5
310100000713333184,10,5
310100000730555513,10,5
310100000732172278,10,5
310100000732175578,10,5
310100000742632872,10,5
310100000745187492,10,5
310100000767979389,10,5
310100000772120178,10,5
310100000778837917,10,5
310100000783814017,10,5
310100000784239424,10,5
310100000785769896,10,5
310100000785821186,10,5
310100000786672914,10,5
310100000787032763,10,5
310100000796895854,10,5
310100000800831840,10,5
310100000800954776,10,5
310100000813019041,10,5
310100000814123860,10,5
310100000814357454,10,5
310100000819395506,10,5
310100000819999292,10,5
310100000824763953,10,5
310100000828756163,10,5
310100000836900520,10,5
310100000838493806,10,5
310100000842217512,10,5
310100000847678760,10,5
310100000868921518,10,5
310100000881533436,10,5
310100000883821978,10,5
310100000899881446,10,5
310100000903520356,10,5
310100000913768947,10,5
310100000916146527,10,5
310100000916407239,10,5
310100000919861652,10,5
310100000927329906,10,5
310100000946516158,10,5
310100000952527717,10,5
310100000970399556,10,5
310100000970607301,10,5
310100000974939030,10,5
310100000980185742,10,5
310100000980746333,10,5
310100000984425203,10,5
310100000991689749,10,5
310100000998296122,10,5
310100001003359038,10,5
310100001007678475,10,5
310100001007977169,10,5
310100001030531383,10,5
310100001032575692,10,5
310100001035814104,10,5
310100001041150820,10,5
310100001049574828,10,5
310100001062239730,10,5
310100001094532127,10,5
310100001094710358,10,5
310100001096384543,10,5
310100001101235064,10,5
310100001107629339,10,5
310100001107921048,10,5
310100001111076553,10,5
310100001116435579,10,5
310100001182479979,10,5
310100001191127080,10,5
310100001193224002,10,5
310100001220424358,10,5
310100001241624790,10,5
310100001243169919,10,5
310100001243331142,10,5
310100001243480348,10,5
310100001245508877,10,5
310100001258386312,10,5
310100001260356599,10,5
310100001264294330,10,5
310100001290396166,10,5
310100001292165510,10,5
310100001306663249,10,5
310100001338620137,10,5
310100001359608366,10,5
310100001374829029,10,5
310100001376017792,10,5
310100001383518525,10,5
310100001384190583,10,5
310100001397439607,10,5
310100001430197935,10,5
310100001431752181,10,5
310100001438336110,10,5
310100001450990090,10,5
310100001452828736,10,5
310100001461513982,10,5
310100001461659309,10,5
310100001463433694,10,5
310100001465607631,10,5
310100001469855093,10,5
310100001471402834,10,5
310100001471479668,10,5
310100001471572871,10,5
310100001493129979,10,5
310100001493310100,10,5
310100001496164091,10,5
310100001496641310,10,5
310100001500794069,10,5
310100001506733342,10,5
310100001509889482,10,5
310100001516957238,10,5
310100001529287743,10,5
310100001529431525,10,5
310100001529610935,10,5
310100001529676653,10,5
310100001530078180,10,5
310100001530492322,10,5
310100001545787199,10,5
310100001568431432,10,5
310100001574645535,10,5
310100001592403813,10,5
310100001597034364,10,5
310100001601835862,10,5
310100001605007381,10,5
310100001605059252,10,5
310100001611211560,10,5
310100001611395457,10,5
310100001614261353,10,5
310100001614707473,10,5
310100001625035168,10,5
310100001650225652,10,5
310100001662735668,10,5
310100001664110693,10,5
310100001671554562,10,5
310100001671714806,10,5
310100001672041351,10,5
310100001681990006,10,5
310100001692664577,10,5
310100001693888672,10,5
310100001696468291,10,5
310100001697128721,10,5
310100001701451007,10,5
310100001723762284,10,5
310100001726092154,10,5
310100001728132679,10,5
310100001729784753,10,5
310100001730135515,10,5
310100001730394895,10,5
310100001735509113,10,5
310100001740108625,10,5
310100001743726229,10,5
310100001747417319,10,5
310100001771705111,10,5
310100001776244908,10,5
310100001793798147,10,5
310100001798455762,10,5
310100001798466474,10,5
310100001799004351,10,5
310100001799362622,10,5
310100001801491314,10,5
310100001818102328,10,5
310100001828202762,10,5
310100001831740197,10,5
310100001832628117,10,5
310100001841584645,10,5
310100001844755208,10,5
310100001867632529,10,5
310100001877692658,10,5
310100001880785342,10,5
310100001889850089,10,5
310100001889967196,10,5
310100001891286997,10,5
310100001900068051,10,5
310100001910565753,10,5
310100001916707594,10,5
310100001920631238,10,5
310100001921110884,10,5
310100001921203434,10,5
310100001921361630,10,5
310100001925690036,10,5
310100001945316553,10,5
310100001947803051,10,5
310100001947962392,10,5
310100001954266671,10,5
310100001968713108,10,5
310100002116903885,10,5
310100002117142989,10,5
310100002117207681,10,5
310100002117281007,10,5
310100002118021874,10,5
310100002118167038,10,5
310100002118515907,10,5
310100002118660708,10,5
310100002119313837,10,5
310100002119662630,10,5
310100002121355798,10,5
310100002121554487,10,5
310100002151091746,10,5
310100002151371137,10,5
310100002169518915,10,5
310100002169793421,10,5
310100002170932927,10,5
310100002197135670,10,5
310100002197539053,10,5
310100002200707411,10,5
310100002200869071,10,5
310100002201480733,10,5
310100002206935015,10,5
310100002209046832,10,5
310100002231273645,10,5
310100002237554942,10,5
310100002238101530,10,5
310100002255283682,10,5
310100002275853421,10,5
310100002337388522,10,5
310100002339470875,10,5
310100002339966915,10,5
310100002370067154,10,5
310100002370371803,10,5
310100002370560302,10,5
310100002382784998,10,5
310100002401574078,10,5
310100002410620598,10,5
310100002410965485,10,5
310100002417743029,10,5
310100002517307760,10,5
310100002518490916,10,5
310100002531525196,10,5
310100002551251574,10,5
310100002553554744,10,5
310100002553801433,10,5
310100002555623294,10,5
310100002570932731,10,5
310100002577003464,10,5
310100002590362561,10,5
310100002591108719,10,5
310100002606963615,10,5
310100002624093083,10,5
310100002689691598,10,5
310100002689791828,10,5
310100002689893995,10,5
310100002696647754,10,5
310100002715892701,10,5
310100002717623141,10,5
310100002717755791,10,5
310100002722387123,10,5
310100002729328199,10,5
310100002729517805,10,5
310100002754043560,10,5
310100002757591062,10,5
310100002757816992,10,5
310100003017557216,10,5
310100003040511310,10,5
310100003041823096,10,5
310100003093123803,10,5
310100003094921143,10,5
310100003095209826,10,5
310100003096511892,10,5
310100003097350383,10,5
310100003098065994,10,5
310100003100405926,10,5
310100003101039824,10,5
310100003103632356,10,5
310100003107470936,10,5
310100003107604093,10,5
310100003111020841,10,5
310100003111342908,10,5
310100003112240799,10,5
310100003112744239,10,5
310100003114523503,10,5
310100003114611014,10,5
310100003117677681,10,5
310100003152329420,10,5
310100003154342215,10,5
310100003155417211,10,5
310100003156163264,10,5
310100003156628798,10,5
310100003156896922,10,5
310100003174813615,10,5
310100003174953352,10,5
310100003378460308,10,5
310100003378767789,10,5
310100003437470440,10,5
310100003437632282,10,5
310100003438076564,10,5
310100003611743379,10,5
310100003612033822,10,5
310100003863441688,10,5
310100000000898073,10,4
310100000010811848,10,4
310100000012543187,10,4
310100000014601335,10,4
310100000015540001,10,4
310100000021509801,10,4
310100000023566098,10,4
310100000024035024,10,4
310100000026139388,10,4
310100000026921412,10,4
310100000032666944,10,4
310100000033780922,10,4
310100000039710053,10,4
310100000043576828,10,4
310100000048950183,10,4
310100000052038355,10,4
310100000052141618,10,4
310100000052908687,10,4
310100000053019515,10,4
310100000063114149,10,4
310100000075894045,10,4
310100000087353220,10,4
310100000095341449,10,4
310100000095661698,10,4
310100000129595927,10,4
310100000130700071,10,4
310100000133316078,10,4
310100000158187503,10,4
310100000163878080,10,4
310100000175977823,10,4
310100000192892328,10,4
310100000201854554,10,4
310100000207922640,10,4
310100000211880570,10,4
310100000212078594,10,4
310100000213254196,10,4
310100000213361251,10,4
310100000215378866,10,4
310100000215921625,10,4
310100000216495775,10,4
310100000217270707,10,4
310100000217586384,10,4
310100000217674563,10,4
310100000218137897,10,4
310100000218721846,10,4
310100000218923321,10,4
310100000219527667,10,4
310100000219742617,10,4
310100000220408856,10,4
310100000221560104,10,4
310100000221568000,10,4
310100000222281646,10,4
310100000222384361,10,4
310100000222744101,10,4
310100000223132511,10,4
310100000225661668,10,4
310100000232073151,10,4
310100000235492786,10,4
310100000263311407,10,4
310100000294623669,10,4
310100000319074541,10,4
310100000319078421,10,4
310100000327406756,10,4
310100000340378496,10,4
310100000340546392,10,4
310100000347659664,10,4
310100000367149969,10,4
310100000369648395,10,4
310100000417404880,10,4
310100000419654966,10,4
310100000423454845,10,4
310100000436786979,10,4
310100000496743250,10,4
310100000524601789,10,4
310100000536833413,10,4
310100000598284720,10,4
310100000601095405,10,4
310100000614804536,10,4
310100000630885770,10,4
310100000630982011,10,4
310100000642580352,10,4
310100000647944728,10,4
310100000658155068,10,4
310100000661493653,10,4
310100000666614153,10,4
310100000676675077,10,4
310100000700740312,10,4
310100000702639748,10,4
310100000714187868,10,4
310100000722831302,10,4
310100000724041730,10,4
310100000731429740,10,4
310100000731484511,10,4
310100000738350233,10,4
310100000741324090,10,4
310100000745919861,10,4
310100000747378976,10,4
310100000750259418,10,4
310100000756298154,10,4
310100000759973445,10,4
310100000762114381,10,4
310100000763281663,10,4
310100000768588013,10,4
310100000776361833,10,4
310100000777747118,10,4
310100000778600221,10,4
310100000778632523,10,4
310100000781830473,10,4
310100000783985495,10,4
310100000784675954,10,4
310100000785713263,10,4
310100000788852496,10,4
310100000797346187,10,4
310100000799798651,10,4
310100000804629761,10,4
310100000806891739,10,4
310100000808091676,10,4
310100000808676507,10,4
310100000815227472,10,4
310100000818822324,10,4
310100000822544865,10,4
310100000825150563,10,4
310100000827180008,10,4
310100000833123368,10,4
310100000836822027,10,4
310100000841038512,10,4
310100000841392074,10,4
310100000841464109,10,4
310100000846484028,10,4
310100000848046094,10,4
310100000853008801,10,4
310100000853342132,10,4
310100000854163354,10,4
310100000856324972,10,4
310100000880076914,10,4
310100000884927383,10,4
310100000907777182,10,4
310100000915999917,10,4
310100000922571643,10,4
310100000926498666,10,4
310100000930368146,10,4
310100000932389372,10,4
310100000954648545,10,4
310100000961452276,10,4
310100000969381211,10,4
310100000969511578,10,4
310100000969778027,10,4
310100000993337878,10,4
310100001000066441,10,4
310100001003338660,10,4
310100001005317434,10,4
310100001014136220,10,4
310100001014207870,10,4
310100001027411294,10,4
310100001029179590,10,4
310100001029208861,10,4
310100001032831165,10,4
310100001041046731,10,4
310100001043489637,10,4
310100001049503734,10,4
310100001049619310,10,4
310100001067074781,10,4
310100001074256372,10,4
310100001076336685,10,4
310100001078517686,10,4
310100001082230353,10,4
310100001090775608,10,4
310100001094641626,10,4
310100001096355424,10,4
310100001097476944,10,4
310100001100891429,10,4
310100001101268951,10,4
310100001101299960,10,4
310100001103345920,10,4
310100001108707868,10,4
310100001110253458,10,4
310100001111447916,10,4
310100001138266647,10,4
310100001156097573,10,4
310100001158219896,10,4
310100001160803481,10,4
310100001182308515,10,4
310100001182680101,10,4
310100001184006431,10,4
310100001186122736,10,4
310100001186444492,10,4
310100001188339936,10,4
310100001190472540,10,4
310100001190892578,10,4
310100001191437379,10,4
310100001219493439,10,4
310100001225194777,10,4
310100001245078250,10,4
310100001245092918,10,4
310100001245388001,10,4
310100001246135854,10,4
310100001248103223,10,4
310100001248283020,10,4
310100001250786461,10,4
310100001250812603,10,4
310100001253411754,10,4
310100001258351407,10,4
310100001264860189,10,4
310100001272514259,10,4
310100001273821243,10,4
310100001273843877,10,4
310100001274873848,10,4
310100001282851238,10,4
310100001283812686,10,4
310100001283891828,10,4
310100001290500568,10,4
310100001290549343,10,4
310100001290757768,10,4
310100001292194624,10,4
310100001293086038,10,4
310100001298332763,10,4
310100001301465555,10,4
310100001306696799,10,4
310100001314841484,10,4
310100001319198371,10,4
310100001322477234,10,4
310100001330221882,10,4
310100001336988404,10,4
310100001337161564,10,4
310100001337514483,10,4
310100001340621627,10,4
310100001357789625,10,4
310100001371685440,10,4
310100001378944801,10,4
310100001379096507,10,4
310100001379919933,10,4
310100001380042128,10,4
310100001384237008,10,4
310100001387412789,10,4
310100001395427639,10,4
310100001430132287,10,4
310100001433965800,10,4
310100001438117017,10,4
310100001438358693,10,4
310100001438386611,10,4
310100001440208726,10,4
310100001451858239,10,4
310100001465102324,10,4
310100001487271692,10,4
310100001493174421,10,4
310100001493192494,10,4
310100001496198290,10,4
310100001496423753,10,4
310100001496786347,10,4
310100001501867979,10,4
310100001504580697,10,4
310100001505325071,10,4
310100001515187445,10,4
310100001515749243,10,4
310100001516100879,10,4
310100001518671460,10,4
310100001522519885,10,4
310100001529129202,10,4
310100001529555029,10,4
310100001529818720,10,4
310100001530290984,10,4
310100001536424227,10,4
310100001547759728,10,4
310100001548387427,10,4
310100001548468219,10,4
310100001567473986,10,4
310100001567629748,10,4
310100001568439790,10,4
310100001574474191,10,4
310100001574636271,10,4
310100001576167544,10,4
310100001583258336,10,4
310100001601605199,10,4
310100001601722958,10,4
310100001603778404,10,4
310100001604363000,10,4
310100001605014481,10,4
310100001606681372,10,4
310100001608742375,10,4
310100001609062753,10,4
310100001610385629,10,4
310100001611390675,10,4
310100001611665994,10,4
310100001611937238,10,4
310100001623265757,10,4
310100001623393725,10,4
310100001635427771,10,4
310100001636260279,10,4
310100001638583220,10,4
310100001642455537,10,4
310100001642464376,10,4
310100001642728516,10,4
310100001642753425,10,4
310100001646430918,10,4
310100001648067358,10,4
310100001648138735,10,4
310100001648331206,10,4
310100001651894329,10,4
310100001663828124,10,4
310100001663905956,10,4
310100001665000239,10,4
310100001665180159,10,4
310100001665380380,10,4
310100001670677433,10,4
310100001670791697,10,4
310100001671378198,10,4
310100001671815588,10,4
310100001671890813,10,4
310100001679130751,10,4
310100001696810766,10,4
310100001698678843,10,4
310100001699844823,10,4
310100001699908617,10,4
310100001700197388,10,4
310100001703170164,10,4
310100001703857334,10,4
310100001717586752,10,4
310100001722730656,10,4
310100001731447384,10,4
310100001735066918,10,4
310100001735434832,10,4
310100001735860870,10,4
310100001736314931,10,4
310100001736512267,10,4
310100001738565834,10,4
310100001743713564,10,4
310100001748772183,10,4
310100001749577794,10,4
310100001751111805,10,4
310100001755926500,10,4
310100001756367355,10,4
310100001756977537,10,4
310100001758792594,10,4
310100001758805745,10,4
310100001771794431,10,4
310100001776612145,10,4
310100001776831673,10,4
310100001780728452,10,4
310100001789278775,10,4
310100001789323830,10,4
310100001795449209,10,4
310100001798496655,10,4
310100001799119553,10,4
310100001799426981,10,4
310100001810743721,10,4
310100001810832588,10,4
310100001813328578,10,4
310100001830812023,10,4
310100001832779480,10,4
310100001833435372,10,4
310100001836881370,10,4
310100001836976162,10,4
310100001842095681,10,4
310100001844566069,10,4
310100001846513287,10,4
310100001852391746,10,4
310100001855041480,10,4
310100001862664197,10,4
310100001862964462,10,4
310100001870746641,10,4
310100001871319948,10,4
310100001873811151,10,4
310100001874044301,10,4
310100001875995391,10,4
310100001878029468,10,4
310100001881149393,10,4
310100001881784698,10,4
310100001889893525,10,4
310100001891326939,10,4
310100001891978805,10,4
310100001892025087,10,4
310100001898649978,10,4
310100001900287432,10,4
310100001901794161,10,4
310100001918533719,10,4
310100001919791233,10,4
310100001920655578,10,4
310100001920904160,10,4
310100001920908407,10,4
310100001920949850,10,4
310100001921961778,10,4
310100001922541489,10,4
310100001922616709,10,4
310100001923853488,10,4
310100001930348428,10,4
310100001934899683,10,4
310100001935874468,10,4
310100001944795539,10,4
310100001945531583,10,4
310100001947858564,10,4
310100001949200372,10,4
310100001955111492,10,4
310100001965863447,10,4
310100001967192358,10,4
310100001969852938,10,4
310100001995443714,10,4
310100001999824603,10,4
310100002000182967,10,4
310100002000809828,10,4
310100002005323919,10,4
310100002007291226,10,4
310100002008536530,10,4
310100002011039300,10,4
310100002016816761,10,4
310100002042583327,10,4
310100002058397825,10,4
310100002076294282,10,4
310100002076503169,10,4
310100002085919903,10,4
310100002103566913,10,4
310100002103800352,10,4
310100002104074585,10,4
310100002110800207,10,4
310100002117057796,10,4
310100002117132785,10,4
310100002117244140,10,4
310100002117735233,10,4
310100002118206335,10,4
310100002118222467,10,4
310100002118360007,10,4
310100002118424870,10,4
310100002118767448,10,4
310100002119063108,10,4
310100002119441063,10,4
310100002120007795,10,4
310100002120138172,10,4
310100002120333184,10,4
310100002120943028,10,4
310100002121937487,10,4
310100002122485941,10,4
310100002127787440,10,4
310100002137485283,10,4
310100002139367008,10,4
310100002139764455,10,4
310100002144280363,10,4
310100002149498848,10,4
310100002155106047,10,4
310100002155245948,10,4
310100002160205359,10,4
310100002170691065,10,4
310100002170793948,10,4
310100002171195604,10,4
310100002171549283,10,4
310100002171940527,10,4
310100002173865775,10,4
310100002177028983,10,4
310100002200822976,10,4
310100002201220679,10,4
310100002201939943,10,4
310100002202810009,10,4
310100002203165712,10,4
310100002208671051,10,4
310100002211543990,10,4
310100002215511435,10,4
310100002222643576,10,4
310100002226525188,10,4
310100002228051222,10,4
310100002229467270,10,4
310100002236204259,10,4
310100002241486939,10,4
310100002245383793,10,4
310100002247074914,10,4
310100002252298268,10,4
310100002252442717,10,4
310100002252502807,10,4
310100002254723910,10,4
310100002255504095,10,4
310100002255680509,10,4
310100002276024972,10,4
310100002288938121,10,4
310100002289037664,10,4
310100002289400001,10,4
310100002289492109,10,4
310100002327786039,10,4
310100002340023607,10,4
310100002367075328,10,4
310100002388692886,10,4
310100002398677685,10,4
310100002411624950,10,4
310100002418479738,10,4
310100002502481179,10,4
310100002502566166,10,4
310100002502624806,10,4
310100002510699311,10,4
310100002518160108,10,4
310100002520330542,10,4
310100002543678238,10,4
310100002553826113,10,4
310100002554269163,10,4
310100002554308094,10,4
310100002555630937,10,4
310100002555966664,10,4
310100002576954858,10,4
310100002581325679,10,4
310100002585399242,10,4
310100002591110349,10,4
310100002689764862,10,4
310100002690169814,10,4
310100002691651907,10,4
310100002696195363,10,4
310100002698672600,10,4
310100002698779678,10,4
310100002704340343,10,4
310100002704345458,10,4
310100002704402692,10,4
310100002717541542,10,4
310100002717867733,10,4
310100002733823832,10,4
310100002753553750,10,4
310100002757811813,10,4
310100003024819489,10,4
310100003040690012,10,4
310100003040932890,10,4
310100003040980607,10,4
310100003040992657,10,4
310100003041525513,10,4
310100003093078157,10,4
310100003093618707,10,4
310100003094873603,10,4
310100003095539952,10,4
310100003096715757,10,4
310100003099196323,10,4
310100003099200936,10,4
310100003099981461,10,4
310100003101364603,10,4
310100003105989516,10,4
310100003107670227,10,4
310100003108873725,10,4
310100003109225203,10,4
310100003112665196,10,4
310100003112950478,10,4
310100003118831264,10,4
310100003125097639,10,4
310100003132205505,10,4
310100003137021970,10,4
310100003154654071,10,4
310100003154704349,10,4
310100003155387680,10,4
310100003156164536,10,4
310100003156716025,10,4
310100003156767143,10,4
310100003156964017,10,4
310100003157053682,10,4
310100003159234947,10,4
310100003159241824,10,4
310100003175140134,10,4
310100003175274892,10,4
310100003175300761,10,4
310100003218600996,10,4
310100003218656612,10,4
310100003260321292,10,4
310100003704209099,10,4
310100003808588123,10,4
310100003860985814,10,4
310100003862894692,10,4
310100000054618881,10,3
310100000055040568,10,3
310100000092057346,10,3
310100000188883479,10,3
310100000217950734,10,3
310100000219758364,10,3
310100000593839928,10,3
310100000697531663,10,3
310100000772037231,10,3
310100000774448079,10,3
310100000774937294,10,3
310100000813478722,10,3
310100000837585750,10,3
310100000884839369,10,3
310100000915112093,10,3
310100001097535368,10,3
310100001108158075,10,3
310100001138787208,10,3
310100001253045860,10,3
310100001262436207,10,3
310100001326652556,10,3
310100001337540238,10,3
310100001374945960,10,3
310100001430385821,10,3
310100001438915852,10,3
310100001477418729,10,3
310100001477462168,10,3
310100001518726614,10,3
310100001567729710,10,3
310100001574302904,10,3
310100001800432690,10,3
310100001852660085,10,3
310100001866716893,10,3
310100001918640357,10,3
310100001921187169,10,3
310100001934529715,10,3
310100001955290320,10,3
310100002121686412,10,3
310100002138818646,10,3
310100002169738827,10,3
310100002170739942,10,3
310100002217745587,10,3
310100002244463844,10,3
310100002254562920,10,3
310100002328036626,10,3
310100002402337382,10,3
310100002502742259,10,3
310100002556621878,10,3
310100003018308759,10,3
310100003097911400,10,3
310100003099711269,10,3
310100003244270698,10,3
310100003259826277,10,3
310100003260455645,10,3
310100003611452653,10,3
310100000000184439,10,2
310100000000548128,10,2
310100000000797389,10,2
310100000003301853,10,2
310100000003930024,10,2
310100000006633743,10,2
310100000009950690,10,2
310100000013188204,10,2
310100000015671917,10,2
310100000016527460,10,2
310100000023428690,10,2
310100000025949902,10,2
310100000029467622,10,2
310100000029616466,10,2
310100000031843860,10,2
310100000032668565,10,2
310100000032799678,10,2
310100000033370279,10,2
310100000033393243,10,2
310100000034408571,10,2
310100000034756134,10,2
310100000050465274,10,2
310100000052899579,10,2
310100000054539547,10,2
310100000055500549,10,2
310100000056329192,10,2
310100000061044867,10,2
310100000061623544,10,2
310100000078119085,10,2
310100000078222042,10,2
310100000084858286,10,2
310100000085208486,10,2
310100000089347941,10,2
310100000090047344,10,2
310100000090966781,10,2
310100000092835817,10,2
310100000095217374,10,2
310100000095426737,10,2
310100000097614985,10,2
310100000132920624,10,2
310100000140462670,10,2
310100000152723638,10,2
310100000158525228,10,2
310100000177950038,10,2
310100000187032161,10,2
310100000189135325,10,2
310100000199284649,10,2
310100000199363396,10,2
310100000202565276,10,2
310100000207585403,10,2
310100000208167733,10,2
310100000210598429,10,2
310100000210691717,10,2
310100000212099476,10,2
310100000213248962,10,2
310100000216842271,10,2
310100000218435242,10,2
310100000218947329,10,2
310100000219229404,10,2
310100000220059611,10,2
310100000220275193,10,2
310100000220492203,10,2
310100000223182865,10,2
310100000223329611,10,2
310100000318204894,10,2
310100000327531765,10,2
310100000370611609,10,2
310100000384273329,10,2
310100000467837676,10,2
310100000536459238,10,2
310100000596752116,10,2
310100000598274835,10,2
310100000618065522,10,2
310100000622739874,10,2
310100000631113668,10,2
310100000640340658,10,2
310100000650365061,10,2
310100000651625750,10,2
310100000651753527,10,2
310100000662471648,10,2
310100000672206395,10,2
310100000673173419,10,2
310100000702325251,10,2
310100000722874552,10,2
310100000729123618,10,2
310100000729127224,10,2
310100000732533975,10,2
310100000740184068,10,2
310100000741334106,10,2
310100000742142150,10,2
310100000745377178,10,2
310100000745429240,10,2
310100000745445427,10,2
310100000757498820,10,2
310100000761077627,10,2
310100000764186008,10,2
310100000766198262,10,2
310100000779399458,10,2
310100000780711989,10,2
310100000784380337,10,2
310100000784789847,10,2
310100000786192266,10,2
310100000792836226,10,2
310100000792863497,10,2
310100000796255438,10,2
310100000797482619,10,2
310100000806797538,10,2
310100000809392683,10,2
310100000809657409,10,2
310100000810058068,10,2
310100000812951138,10,2
310100000813137017,10,2
310100000813196741,10,2
310100000813959160,10,2
310100000814501236,10,2
310100000814695587,10,2
310100000817845536,10,2
310100000820792807,10,2
310100000837463107,10,2
310100000838492576,10,2
310100000840120560,10,2
310100000840740562,10,2
310100000846484170,10,2
310100000849708050,10,2
310100000854080449,10,2
310100000867038091,10,2
310100000904335201,10,2
310100000904691637,10,2
310100000908471645,10,2
310100000914908638,10,2
310100000917049763,10,2
310100000921957297,10,2
310100000925866131,10,2
310100000931946667,10,2
310100000934211719,10,2
310100000965529298,10,2
310100000970387158,10,2
310100000972702746,10,2
310100000989152454,10,2
310100000990659489,10,2
310100000998690201,10,2
310100001006442411,10,2
310100001010196126,10,2
310100001012900638,10,2
310100001014074827,10,2
310100001063767677,10,2
310100001067153512,10,2
310100001067159704,10,2
310100001075922246,10,2
310100001094850866,10,2
310100001100918035,10,2
310100001101075204,10,2
310100001101835450,10,2
310100001144391139,10,2
310100001150726561,10,2
310100001183000124,10,2
310100001186277312,10,2
310100001187061413,10,2
310100001190580599,10,2
310100001190737257,10,2
310100001217515692,10,2
310100001223644624,10,2
310100001226893247,10,2
310100001235315102,10,2
310100001245091972,10,2
310100001245964519,10,2
310100001248392331,10,2
310100001248523946,10,2
310100001250910527,10,2
310100001254587545,10,2
310100001274064755,10,2
310100001283160422,10,2
310100001290792105,10,2
310100001293237355,10,2
310100001326820788,10,2
310100001329329383,10,2
310100001336948256,10,2
310100001339758222,10,2
310100001351332127,10,2
310100001372034791,10,2
310100001375040941,10,2
310100001380091228,10,2
310100001384368906,10,2
310100001395550494,10,2
310100001395793443,10,2
310100001430150891,10,2
310100001440212701,10,2
310100001441662698,10,2
310100001441693514,10,2
310100001448987025,10,2
310100001461766462,10,2
310100001465550043,10,2
310100001469313243,10,2
310100001470078389,10,2
310100001478407919,10,2
310100001487121033,10,2
310100001490328730,10,2
310100001499423569,10,2
310100001499746961,10,2
310100001507692177,10,2
310100001515636338,10,2
310100001516501522,10,2
310100001516692952,10,2
310100001522521919,10,2
310100001522880685,10,2
310100001524083266,10,2
310100001530725387,10,2
310100001530916945,10,2
310100001535123679,10,2
310100001536586246,10,2
310100001536994216,10,2
310100001537151876,10,2
310100001567379988,10,2
310100001570603823,10,2
310100001574257872,10,2
310100001578056482,10,2
310100001578245154,10,2
310100001593112636,10,2
310100001596708677,10,2
310100001597402263,10,2
310100001610692813,10,2
310100001611176165,10,2
310100001622635643,10,2
310100001623533806,10,2
310100001634533922,10,2
310100001637218150,10,2
310100001638228635,10,2
310100001651861038,10,2
310100001664279778,10,2
310100001665237247,10,2
310100001665468667,10,2
310100001665492148,10,2
310100001671642839,10,2
310100001673423123,10,2
310100001673955957,10,2
310100001674355779,10,2
310100001678770332,10,2
310100001696781900,10,2
310100001722375103,10,2
310100001723487041,10,2
310100001728079839,10,2
310100001731482868,10,2
310100001731636908,10,2
310100001735371762,10,2
310100001741080772,10,2
310100001750813017,10,2
310100001751867829,10,2
310100001751920722,10,2
310100001756871982,10,2
310100001771020598,10,2
310100001779783528,10,2
310100001782162279,10,2
310100001814706529,10,2
310100001827019963,10,2
310100001837122257,10,2
310100001840852533,10,2
310100001841460586,10,2
310100001844431522,10,2
310100001844682134,10,2
310100001844922798,10,2
310100001844992200,10,2
310100001846052301,10,2
310100001852002540,10,2
310100001855252095,10,2
310100001857650062,10,2
310100001860197560,10,2
310100001862745773,10,2
310100001862761202,10,2
310100001871729908,10,2
310100001872540291,10,2
310100001873797882,10,2
310100001874147043,10,2
310100001877583834,10,2
310100001879652704,10,2
310100001880868772,10,2
310100001886880870,10,2
310100001889925664,10,2
310100001889970735,10,2
310100001898897082,10,2
310100001901719887,10,2
310100001919074052,10,2
310100001920463062,10,2
310100001920477692,10,2
310100001921266148,10,2
310100001921372939,10,2
310100001922546950,10,2
310100001923779554,10,2
310100001932463818,10,2
310100001934003143,10,2
310100001934923950,10,2
310100001936122806,10,2
310100001944411607,10,2
310100001944584982,10,2
310100001947882839,10,2
310100001948218348,10,2
310100001948655770,10,2
310100001948800798,10,2
310100001949480757,10,2
310100001965960499,10,2
310100001969502383,10,2
310100001971166210,10,2
310100001994882914,10,2
310100001995100496,10,2
310100002006927006,10,2
310100002052521826,10,2
310100002058838440,10,2
310100002083129886,10,2
310100002117265361,10,2
310100002117285919,10,2
310100002117853584,10,2
310100002118621883,10,2
310100002119777886,10,2
310100002119887659,10,2
310100002120106640,10,2
310100002121165001,10,2
310100002121718837,10,2
310100002121810150,10,2
310100002132720145,10,2
310100002133413970,10,2
